;data;Salário mínimo vigente;ano;mês;variação
569;1987.12;1,3091e-06;1987;12;0,20001833348611253
570;1988.01;1,6364e-06;1988;01;0,25001909708960346
571;1988.02;1,92e-06;1988;02;0,17330725983867024
572;1988.03;2,2691e-06;1988;03;0,18182291666666672
573;1988.04;2,64e-06;1988;04;0,16345687717597301
574;1988.05;3,168e-06;1988;05;0,19999999999999996
575;1988.06;3,7702e-06;1988;06;0,19008838383838378
576;1988.07;4,5251e-06;1988;07;0,2002281046098351
577;1988.08;5,6553e-06;1988;08;0,24976243618925542
578;1988.09;6,8945e-06;1988;09;0,21912188566477453
579;1988.10;8,6182e-06;1988;10;0,2500108782362753
580;1988.11;1,12e-05;1988;11;0,2995753173516511
581;1988.12;1,47e-05;1988;12;0,3125
582;1989.01;1,9772e-05;1989;01;0,34503401360544217
583;1989.02;2,3236e-05;1989;02;0,17519724863443242
584;1989.03;2,3236e-05;1989;03;0,0
585;1989.04;2,3236e-05;1989;04;0,0
586;1989.05;2,96e-05;1989;05;0,2738853503184715
587;1989.06;4,3636e-05;1989;06;0,4741891891891892
588;1989.07;5,4473e-05;1989;07;0,24834998624988547
589;1989.08;7,0138e-05;1989;08;0,28757366034549237
590;1989.09;9,072e-05;1989;09;0,2934500556046651
591;1989.10;0,00013881;1989;10;0,5300925925925928
592;1989.11;0,00020267;1989;11;0,4600533102802391
593;1989.12;0,00028661;1989;12;0,4141708195588889
594;1990.01;0,00046689;1990;01;0,6290080597327379
595;1990.02;0,00072886;1990;02;0,5610957613142282
596;1990.03;0,001336;1990;03;0,8329994786378727
597;1990.04;0,001336;1990;04;0,0
598;1990.05;0,001336;1990;05;0,0
599;1990.06;0,0014028;1990;06;0,050000000000000044
600;1990.07;0,0017835;1990;07;0,27138579982891353
601;1990.08;0,0018922;1990;08;0,060947574992991305
602;1990.09;0,0022023;1990;09;0,16388331043230098
603;1990.10;0,0023364;1990;10;0,060890886800163635
604;1990.11;0,0030289;1990;11;0,2963961650402327
605;1990.12;0,0032134;1990;12;0,060913202812902245
606;1991.01;0,004482;1991;01;0,3947843405738469
607;1991.02;0,01;1991;02;1,2311468094600624
608;1991.03;0,01;1991;03;0,0
609;1991.04;0,01;1991;04;0,0
610;1991.05;0,01;1991;05;0,0
611;1991.06;0,01;1991;06;0,0
612;1991.07;0,01;1991;07;0,0
613;1991.08;0,01;1991;08;0,0
614;1991.09;0,02;1991;09;1,0
615;1991.10;0,02;1991;10;0,0
616;1991.11;0,02;1991;11;0,0
617;1991.12;0,02;1991;12;0,0
618;1992.01;0,03;1992;01;0,5
619;1992.02;0,03;1992;02;0,0
620;1992.03;0,03;1992;03;0,0
621;1992.04;0,03;1992;04;0,0
622;1992.05;0,08;1992;05;1,666666666666667
623;1992.06;0,08;1992;06;0,0
624;1992.07;0,08;1992;07;0,0
625;1992.08;0,08;1992;08;0,0
626;1992.09;0,19;1992;09;1,375
627;1992.10;0,19;1992;10;0,0
628;1992.11;0,19;1992;11;0,0
629;1992.12;0,19;1992;12;0,0
630;1993.01;0,45;1993;01;1,3684210526315788
631;1993.02;0,45;1993;02;0,0
632;1993.03;0,62;1993;03;0,37777777777777777
633;1993.04;0,62;1993;04;0,0
634;1993.05;1,2;1993;05;0,9354838709677418
635;1993.06;1,2;1993;06;0,0
636;1993.07;1,69;1993;07;0,40833333333333344
637;1993.08;2,01;1993;08;0,18934911242603536
638;1993.09;3,49;1993;09;0,7363184079601992
639;1993.10;4,37;1993;10;0,2521489971346704
640;1993.11;5,46;1993;11;0,24942791762013727
641;1993.12;6,82;1993;12;0,2490842490842491
642;1994.01;11,96;1994;01;0,7536656891495601
643;1994.02;15,57;1994;02;0,301839464882943
644;1994.03;18,29;1994;03;0,1746949261400128
645;1994.04;26,01;1994;04;0,42208857299070535
646;1994.05;37,41;1994;05;0,438292964244521
647;1994.06;53,68;1994;06;0,43491045175086884
648;1994.07;64,79;1994;07;0,2069672131147542
649;1994.08;64,79;1994;08;0,0
650;1994.09;70,0;1994;09;0,08041364408087648
651;1994.10;70,0;1994;10;0,0
652;1994.11;70,0;1994;11;0,0
653;1994.12;70,0;1994;12;0,0
654;1995.01;70,0;1995;01;0,0
655;1995.02;70,0;1995;02;0,0
656;1995.03;70,0;1995;03;0,0
657;1995.04;70,0;1995;04;0,0
658;1995.05;100,0;1995;05;0,4285714285714286
659;1995.06;100,0;1995;06;0,0
660;1995.07;100,0;1995;07;0,0
661;1995.08;100,0;1995;08;0,0
662;1995.09;100,0;1995;09;0,0
663;1995.10;100,0;1995;10;0,0
664;1995.11;100,0;1995;11;0,0
665;1995.12;100,0;1995;12;0,0
666;1996.01;100,0;1996;01;0,0
667;1996.02;100,0;1996;02;0,0
668;1996.03;100,0;1996;03;0,0
669;1996.04;100,0;1996;04;0,0
670;1996.05;112,0;1996;05;0,1200000000000001
671;1996.06;112,0;1996;06;0,0
672;1996.07;112,0;1996;07;0,0
673;1996.08;112,0;1996;08;0,0
674;1996.09;112,0;1996;09;0,0
675;1996.10;112,0;1996;10;0,0
676;1996.11;112,0;1996;11;0,0
677;1996.12;112,0;1996;12;0,0
678;1997.01;112,0;1997;01;0,0
679;1997.02;112,0;1997;02;0,0
680;1997.03;112,0;1997;03;0,0
681;1997.04;112,0;1997;04;0,0
682;1997.05;120,0;1997;05;0,0714285714285714
683;1997.06;120,0;1997;06;0,0
684;1997.07;120,0;1997;07;0,0
685;1997.08;120,0;1997;08;0,0
686;1997.09;120,0;1997;09;0,0
687;1997.10;120,0;1997;10;0,0
688;1997.11;120,0;1997;11;0,0
689;1997.12;120,0;1997;12;0,0
690;1998.01;120,0;1998;01;0,0
691;1998.02;120,0;1998;02;0,0
692;1998.03;120,0;1998;03;0,0
693;1998.04;120,0;1998;04;0,0
694;1998.05;130,0;1998;05;0,08333333333333326
695;1998.06;130,0;1998;06;0,0
696;1998.07;130,0;1998;07;0,0
697;1998.08;130,0;1998;08;0,0
698;1998.09;130,0;1998;09;0,0
699;1998.10;130,0;1998;10;0,0
700;1998.11;130,0;1998;11;0,0
701;1998.12;130,0;1998;12;0,0
702;1999.01;130,0;1999;01;0,0
703;1999.02;130,0;1999;02;0,0
704;1999.03;130,0;1999;03;0,0
705;1999.04;130,0;1999;04;0,0
706;1999.05;136,0;1999;05;0,04615384615384621
707;1999.06;136,0;1999;06;0,0
708;1999.07;136,0;1999;07;0,0
709;1999.08;136,0;1999;08;0,0
710;1999.09;136,0;1999;09;0,0
711;1999.10;136,0;1999;10;0,0
712;1999.11;136,0;1999;11;0,0
713;1999.12;136,0;1999;12;0,0
714;2000.01;136,0;2000;01;0,0
715;2000.02;136,0;2000;02;0,0
716;2000.03;136,0;2000;03;0,0
717;2000.04;151,0;2000;04;0,11029411764705888
718;2000.05;151,0;2000;05;0,0
719;2000.06;151,0;2000;06;0,0
720;2000.07;151,0;2000;07;0,0
721;2000.08;151,0;2000;08;0,0
722;2000.09;151,0;2000;09;0,0
723;2000.10;151,0;2000;10;0,0
724;2000.11;151,0;2000;11;0,0
725;2000.12;151,0;2000;12;0,0
726;2001.01;151,0;2001;01;0,0
727;2001.02;151,0;2001;02;0,0
728;2001.03;151,0;2001;03;0,0
729;2001.04;180,0;2001;04;0,19205298013245042
730;2001.05;180,0;2001;05;0,0
731;2001.06;180,0;2001;06;0,0
732;2001.07;180,0;2001;07;0,0
733;2001.08;180,0;2001;08;0,0
734;2001.09;180,0;2001;09;0,0
735;2001.10;180,0;2001;10;0,0
736;2001.11;180,0;2001;11;0,0
737;2001.12;180,0;2001;12;0,0
738;2002.01;180,0;2002;01;0,0
739;2002.02;180,0;2002;02;0,0
740;2002.03;180,0;2002;03;0,0
741;2002.04;200,0;2002;04;0,11111111111111116
742;2002.05;200,0;2002;05;0,0
743;2002.06;200,0;2002;06;0,0
744;2002.07;200,0;2002;07;0,0
745;2002.08;200,0;2002;08;0,0
746;2002.09;200,0;2002;09;0,0
747;2002.10;200,0;2002;10;0,0
748;2002.11;200,0;2002;11;0,0
749;2002.12;200,0;2002;12;0,0
750;2003.01;200,0;2003;01;0,0
751;2003.02;200,0;2003;02;0,0
752;2003.03;200,0;2003;03;0,0
753;2003.04;240,0;2003;04;0,19999999999999996
754;2003.05;240,0;2003;05;0,0
755;2003.06;240,0;2003;06;0,0
756;2003.07;240,0;2003;07;0,0
757;2003.08;240,0;2003;08;0,0
758;2003.09;240,0;2003;09;0,0
759;2003.10;240,0;2003;10;0,0
760;2003.11;240,0;2003;11;0,0
761;2003.12;240,0;2003;12;0,0
762;2004.01;240,0;2004;01;0,0
763;2004.02;240,0;2004;02;0,0
764;2004.03;240,0;2004;03;0,0
765;2004.04;240,0;2004;04;0,0
766;2004.05;260,0;2004;05;0,08333333333333326
767;2004.06;260,0;2004;06;0,0
768;2004.07;260,0;2004;07;0,0
769;2004.08;260,0;2004;08;0,0
770;2004.09;260,0;2004;09;0,0
771;2004.10;260,0;2004;10;0,0
772;2004.11;260,0;2004;11;0,0
773;2004.12;260,0;2004;12;0,0
774;2005.01;260,0;2005;01;0,0
775;2005.02;260,0;2005;02;0,0
776;2005.03;260,0;2005;03;0,0
777;2005.04;260,0;2005;04;0,0
778;2005.05;300,0;2005;05;0,15384615384615374
779;2005.06;300,0;2005;06;0,0
780;2005.07;300,0;2005;07;0,0
781;2005.08;300,0;2005;08;0,0
782;2005.09;300,0;2005;09;0,0
783;2005.10;300,0;2005;10;0,0
784;2005.11;300,0;2005;11;0,0
785;2005.12;300,0;2005;12;0,0
786;2006.01;300,0;2006;01;0,0
787;2006.02;300,0;2006;02;0,0
788;2006.03;300,0;2006;03;0,0
789;2006.04;350,0;2006;04;0,16666666666666674
790;2006.05;350,0;2006;05;0,0
791;2006.06;350,0;2006;06;0,0
792;2006.07;350,0;2006;07;0,0
793;2006.08;350,0;2006;08;0,0
794;2006.09;350,0;2006;09;0,0
795;2006.10;350,0;2006;10;0,0
796;2006.11;350,0;2006;11;0,0
797;2006.12;350,0;2006;12;0,0
798;2007.01;350,0;2007;01;0,0
799;2007.02;350,0;2007;02;0,0
800;2007.03;350,0;2007;03;0,0
801;2007.04;380,0;2007;04;0,08571428571428563
802;2007.05;380,0;2007;05;0,0
803;2007.06;380,0;2007;06;0,0
804;2007.07;380,0;2007;07;0,0
805;2007.08;380,0;2007;08;0,0
806;2007.09;380,0;2007;09;0,0
807;2007.10;380,0;2007;10;0,0
808;2007.11;380,0;2007;11;0,0
809;2007.12;380,0;2007;12;0,0
810;2008.01;380,0;2008;01;0,0
811;2008.02;380,0;2008;02;0,0
812;2008.03;415,0;2008;03;0,09210526315789469
813;2008.04;415,0;2008;04;0,0
814;2008.05;415,0;2008;05;0,0
815;2008.06;415,0;2008;06;0,0
816;2008.07;415,0;2008;07;0,0
817;2008.08;415,0;2008;08;0,0
818;2008.09;415,0;2008;09;0,0
819;2008.10;415,0;2008;10;0,0
820;2008.11;415,0;2008;11;0,0
821;2008.12;415,0;2008;12;0,0
822;2009.01;415,0;2009;01;0,0
823;2009.02;465,0;2009;02;0,12048192771084332
824;2009.03;465,0;2009;03;0,0
825;2009.04;465,0;2009;04;0,0
826;2009.05;465,0;2009;05;0,0
827;2009.06;465,0;2009;06;0,0
828;2009.07;465,0;2009;07;0,0
829;2009.08;465,0;2009;08;0,0
830;2009.09;465,0;2009;09;0,0
831;2009.10;465,0;2009;10;0,0
832;2009.11;465,0;2009;11;0,0
833;2009.12;465,0;2009;12;0,0
834;2010.01;510,0;2010;01;0,09677419354838701
835;2010.02;510,0;2010;02;0,0
836;2010.03;510,0;2010;03;0,0
837;2010.04;510,0;2010;04;0,0
838;2010.05;510,0;2010;05;0,0
839;2010.06;510,0;2010;06;0,0
840;2010.07;510,0;2010;07;0,0
841;2010.08;510,0;2010;08;0,0
842;2010.09;510,0;2010;09;0,0
843;2010.10;510,0;2010;10;0,0
844;2010.11;510,0;2010;11;0,0
845;2010.12;510,0;2010;12;0,0
846;2011.01;540,0;2011;01;0,05882352941176472
847;2011.02;540,0;2011;02;0,0
848;2011.03;545,0;2011;03;0,0092592592592593
849;2011.04;545,0;2011;04;0,0
850;2011.05;545,0;2011;05;0,0
851;2011.06;545,0;2011;06;0,0
852;2011.07;545,0;2011;07;0,0
853;2011.08;545,0;2011;08;0,0
854;2011.09;545,0;2011;09;0,0
855;2011.10;545,0;2011;10;0,0
856;2011.11;545,0;2011;11;0,0
857;2011.12;545,0;2011;12;0,0
858;2012.01;622,0;2012;01;0,14128440366972472
859;2012.02;622,0;2012;02;0,0
860;2012.03;622,0;2012;03;0,0
861;2012.04;622,0;2012;04;0,0
862;2012.05;622,0;2012;05;0,0
863;2012.06;622,0;2012;06;0,0
864;2012.07;622,0;2012;07;0,0
865;2012.08;622,0;2012;08;0,0
866;2012.09;622,0;2012;09;0,0
867;2012.10;622,0;2012;10;0,0
868;2012.11;622,0;2012;11;0,0
869;2012.12;622,0;2012;12;0,0
870;2013.01;678,0;2013;01;0,090032154340836
871;2013.02;678,0;2013;02;0,0
872;2013.03;678,0;2013;03;0,0
873;2013.04;678,0;2013;04;0,0
874;2013.05;678,0;2013;05;0,0
875;2013.06;678,0;2013;06;0,0
876;2013.07;678,0;2013;07;0,0
877;2013.08;678,0;2013;08;0,0
878;2013.09;678,0;2013;09;0,0
879;2013.10;678,0;2013;10;0,0
880;2013.11;678,0;2013;11;0,0
881;2013.12;678,0;2013;12;0,0
882;2014.01;724,0;2014;01;0,06784660766961648
883;2014.02;724,0;2014;02;0,0
884;2014.03;724,0;2014;03;0,0
885;2014.04;724,0;2014;04;0,0
886;2014.05;724,0;2014;05;0,0
887;2014.06;724,0;2014;06;0,0
888;2014.07;724,0;2014;07;0,0
889;2014.08;724,0;2014;08;0,0
890;2014.09;724,0;2014;09;0,0
891;2014.10;724,0;2014;10;0,0
892;2014.11;724,0;2014;11;0,0
893;2014.12;724,0;2014;12;0,0
894;2015.01;788,0;2015;01;0,08839779005524862
895;2015.02;788,0;2015;02;0,0
896;2015.03;788,0;2015;03;0,0
897;2015.04;788,0;2015;04;0,0
898;2015.05;788,0;2015;05;0,0
899;2015.06;788,0;2015;06;0,0
900;2015.07;788,0;2015;07;0,0
901;2015.08;788,0;2015;08;0,0
902;2015.09;788,0;2015;09;0,0
903;2015.10;788,0;2015;10;0,0
904;2015.11;788,0;2015;11;0,0
905;2015.12;788,0;2015;12;0,0
906;2016.01;880,0;2016;01;0,11675126903553301
907;2016.02;880,0;2016;02;0,0
908;2016.03;880,0;2016;03;0,0
909;2016.04;880,0;2016;04;0,0
910;2016.05;880,0;2016;05;0,0
911;2016.06;880,0;2016;06;0,0
912;2016.07;880,0;2016;07;0,0
913;2016.08;880,0;2016;08;0,0
914;2016.09;880,0;2016;09;0,0
915;2016.10;880,0;2016;10;0,0
916;2016.11;880,0;2016;11;0,0
917;2016.12;880,0;2016;12;0,0
918;2017.01;937,0;2017;01;0,0647727272727272
919;2017.02;937,0;2017;02;0,0
920;2017.03;937,0;2017;03;0,0
921;2017.04;937,0;2017;04;0,0
922;2017.05;937,0;2017;05;0,0
923;2017.06;937,0;2017;06;0,0
924;2017.07;937,0;2017;07;0,0
925;2017.08;937,0;2017;08;0,0
926;2017.09;937,0;2017;09;0,0
927;2017.10;937,0;2017;10;0,0
928;2017.11;937,0;2017;11;0,0
929;2017.12;937,0;2017;12;0,0
930;2018.01;954,0;2018;01;0,018143009605122717
931;2018.02;954,0;2018;02;0,0
932;2018.03;954,0;2018;03;0,0
933;2018.04;954,0;2018;04;0,0
934;2018.05;954,0;2018;05;0,0
935;2018.06;954,0;2018;06;0,0
936;2018.07;954,0;2018;07;0,0
937;2018.08;954,0;2018;08;0,0
938;2018.09;954,0;2018;09;0,0
939;2018.10;954,0;2018;10;0,0
940;2018.11;954,0;2018;11;0,0
941;2018.12;954,0;2018;12;0,0
942;2019.01;998,0;2019;01;0,04612159329140453
943;2019.02;998,0;2019;02;0,0
944;2019.03;998,0;2019;03;0,0
945;2019.04;998,0;2019;04;0,0
946;2019.05;998,0;2019;05;0,0
947;2019.06;998,0;2019;06;0,0
948;2019.07;998,0;2019;07;0,0
949;2019.08;998,0;2019;08;0,0
950;2019.09;998,0;2019;09;0,0
951;2019.10;998,0;2019;10;0,0
952;2019.11;998,0;2019;11;0,0
953;2019.12;998,0;2019;12;0,0
954;2020.01;1039,0;2020;01;0,04108216432865741
955;2020.02;1045,0;2020;02;0,005774783445620768
956;2020.03;1045,0;2020;03;0,0
957;2020.04;1045,0;2020;04;0,0
958;2020.05;1045,0;2020;05;0,0
959;2020.06;1045,0;2020;06;0,0
960;2020.07;1045,0;2020;07;0,0
961;2020.08;1045,0;2020;08;0,0
962;2020.09;1045,0;2020;09;0,0
963;2020.10;1045,0;2020;10;0,0
964;2020.11;1045,0;2020;11;0,0
965;2020.12;1045,0;2020;12;0,0
966;2021.01;1100,0;2021;01;0,05263157894736836
967;2021.02;1100,0;2021;02;0,0
968;2021.03;1100,0;2021;03;0,0
969;2021.04;1100,0;2021;04;0,0
970;2021.05;1100,0;2021;05;0,0
971;2021.06;1100,0;2021;06;0,0
972;2021.07;1100,0;2021;07;0,0
973;2021.08;1100,0;2021;08;0,0
974;2021.09;1100,0;2021;09;0,0
975;2021.10;1100,0;2021;10;0,0
976;2021.11;1100,0;2021;11;0,0
977;2021.12;1100,0;2021;12;0,0
978;2022.01;1212,0;2022;01;0,10181818181818181
979;2022.02;1212,0;2022;02;0,0
980;2022.03;1212,0;2022;03;0,0
981;2022.04;1212,0;2022;04;0,0
982;2022.05;1212,0;2022;05;0,0
983;2022.06;1212,0;2022;06;0,0
984;2022.07;1212,0;2022;07;0,0
985;2022.08;1212,0;2022;08;0,0
986;2022.09;1212,0;2022;09;0,0
987;2022.10;1212,0;2022;10;0,0
988;2022.11;1212,0;2022;11;0,0
989;2022.12;1212,0;2022;12;0,0
