;data;IBOVESPA fechamento mensal;ano;mês;variação
522;2011.08;-3,96;2011;08;-0,31010452961672474
523;2011.09;-7,38;2011;09;0,8636363636363635
524;2011.10;11,49;2011;10;-2,556910569105691
525;2011.11;-2,51;2011;11;-1,2184508268059182
526;2011.12;-0,21;2011;12;-0,9163346613545816
527;2012.01;11,13;2012;01;-54,00000000000001
528;2012.02;4,34;2012;02;-0,6100628930817611
529;2012.03;-1,98;2012;03;-1,456221198156682
530;2012.04;-4,17;2012;04;1,106060606060606
531;2012.05;-11,86;2012;05;1,8441247002398082
532;2012.06;-0,25;2012;06;-0,978920741989882
533;2012.07;3,21;2012;07;-13,84
534;2012.08;1,72;2012;08;-0,4641744548286605
535;2012.09;3,7;2012;09;1,1511627906976747
536;2012.10;-3,56;2012;10;-1,962162162162162
537;2012.11;0,71;2012;11;-1,199438202247191
538;2012.12;6,05;2012;12;7,52112676056338
539;2013.01;-1,95;2013;01;-1,322314049586777
540;2013.02;-3,91;2013;02;1,005128205128205
541;2013.03;-1,87;2013;03;-0,5217391304347826
542;2013.04;-0,78;2013;04;-0,5828877005347594
543;2013.05;-4,3;2013;05;4,512820512820513
544;2013.06;-11,31;2013;06;1,630232558139535
545;2013.07;1,64;2013;07;-1,1450044208664898
546;2013.08;3,68;2013;08;1,2439024390243905
547;2013.09;4,65;2013;09;0,26358695652173925
548;2013.10;3,66;2013;10;-0,2129032258064516
549;2013.11;-3,27;2013;11;-1,8934426229508197
550;2013.12;-1,86;2013;12;-0,4311926605504587
551;2014.01;-7,51;2014;01;3,03763440860215
552;2014.02;-1,14;2014;02;-0,848202396804261
553;2014.03;7,05;2014;03;-7,18421052631579
554;2014.04;2,4;2014;04;-0,6595744680851063
555;2014.05;-0,75;2014;05;-1,3125
556;2014.06;3,76;2014;06;-6,013333333333333
557;2014.07;5,0;2014;07;0,32978723404255317
558;2014.08;9,78;2014;08;0,956
559;2014.09;-11,7;2014;09;-2,1963190184049077
560;2014.10;0,95;2014;10;-1,0811965811965811
561;2014.11;0,18;2014;11;-0,8105263157894737
562;2014.12;-8,62;2014;12;-48,888888888888886
563;2015.01;-6,2;2015;01;-0,2807424593967517
564;2015.02;9,97;2015;02;-2,6080645161290326
565;2015.03;-0,84;2015;03;-1,0842527582748245
566;2015.04;9,93;2015;04;-12,821428571428571
567;2015.05;-6,17;2015;05;-1,62134944612286
568;2015.06;0,61;2015;06;-1,0988654781199352
569;2015.07;-4,17;2015;07;-7,836065573770492
570;2015.08;-8,33;2015;08;0,9976019184652278
571;2015.09;-3,36;2015;09;-0,596638655462185
572;2015.10;1,8;2015;10;-1,5357142857142856
573;2015.11;-1,63;2015;11;-1,9055555555555554
574;2015.12;-3,93;2015;12;1,4110429447852764
575;2016.01;-6,79;2016;01;0,727735368956743
576;2016.02;5,91;2016;02;-1,87039764359352
577;2016.03;16,97;2016;03;1,8714043993231808
578;2016.04;7,7;2016;04;-0,5462581025338833
579;2016.05;-10,09;2016;05;-2,3103896103896107
580;2016.06;6,3;2016;06;-1,624380574826561
581;2016.07;11,22;2016;07;0,7809523809523811
582;2016.08;1,03;2016;08;-0,9081996434937611
583;2016.09;0,8;2016;09;-0,22330097087378642
584;2016.10;11,23;2016;10;13,0375
585;2016.11;-4,65;2016;11;-1,4140694568121104
586;2016.12;-2,71;2016;12;-0,41720430107526885
587;2017.01;7,38;2017;01;-3,7232472324723247
588;2017.02;3,08;2017;02;-0,5826558265582655
589;2017.03;-2,52;2017;03;-1,8181818181818181
590;2017.04;0,64;2017;04;-1,253968253968254
591;2017.05;-4,12;2017;05;-7,4375
592;2017.06;0,3;2017;06;-1,0728155339805825
593;2017.07;4,8;2017;07;15,0
594;2017.08;7,46;2017;08;0,5541666666666667
595;2017.09;4,88;2017;09;-0,34584450402144773
596;2017.10;0,02;2017;10;-0,9959016393442623
597;2017.11;-3,15;2017;11;-158,5
598;2017.12;6,16;2017;12;-2,9555555555555557
599;2018.01;11,14;2018;01;0,8084415584415585
600;2018.02;0,52;2018;02;-0,9533213644524237
601;2018.03;0,01;2018;03;-0,9807692307692307
602;2018.04;0,88;2018;04;87,0
603;2018.05;-10,87;2018;05;-13,352272727272727
604;2018.06;-5,2;2018;06;-0,5216191352345906
605;2018.07;8,88;2018;07;-2,707692307692308
606;2018.08;-3,21;2018;08;-1,3614864864864864
607;2018.09;3,48;2018;09;-2,08411214953271
608;2018.10;10,19;2018;10;1,9281609195402298
609;2018.11;2,38;2018;11;-0,7664376840039254
610;2018.12;-1,81;2018;12;-1,7605042016806722
611;2019.01;10,82;2019;01;-6,9779005524861875
612;2019.02;-1,86;2019;02;-1,1719038817005545
613;2019.03;-0,18;2019;03;-0,9032258064516129
614;2019.04;0,98;2019;04;-6,444444444444445
615;2019.05;0,7;2019;05;-0,2857142857142857
616;2019.06;4,06;2019;06;4,8
617;2019.07;0,84;2019;07;-0,7931034482758621
618;2019.08;-0,67;2019;08;-1,7976190476190477
619;2019.09;3,57;2019;09;-6,3283582089552235
620;2019.10;2,36;2019;10;-0,3389355742296919
621;2019.11;0,95;2019;11;-0,597457627118644
622;2019.12;6,85;2019;12;6,2105263157894735
623;2020.01;-1,63;2020;01;-1,237956204379562
624;2020.02;-8,43;2020;02;4,171779141104294
625;2020.03;-29,9;2020;03;2,546856465005931
626;2020.04;10,25;2020;04;-1,3428093645484949
627;2020.05;8,57;2020;05;-0,16390243902439017
628;2020.06;8,76;2020;06;0,022170361726954413
629;2020.07;8,27;2020;07;-0,05593607305936077
630;2020.08;-3,44;2020;08;-1,4159613059250302
631;2020.09;-4,8;2020;09;0,39534883720930236
632;2020.10;-0,69;2020;10;-0,85625
633;2020.11;15,9;2020;11;-24,043478260869566
634;2020.12;9,3;2020;12;-0,41509433962264153
635;2021.01;-3,32;2021;01;-1,356989247311828
636;2021.02;-4,37;2021;02;0,316265060240964
637;2021.03;6,0;2021;03;-2,3729977116704806
638;2021.04;1,94;2021;04;-0,6766666666666667
639;2021.05;6,16;2021;05;2,175257731958763
640;2021.06;0,46;2021;06;-0,9253246753246753
641;2021.07;-3,94;2021;07;-9,565217391304348
642;2021.08;-2,48;2021;08;-0,37055837563451777
643;2021.09;-6,57;2021;09;1,649193548387097
644;2021.10;-6,74;2021;10;0,025875190258751957
645;2021.11;-1,53;2021;11;-0,7729970326409495
646;2021.12;2,85;2021;12;-2,8627450980392157
647;2022.01;6,98;2022;01;1,449122807017544
648;2022.02;0,89;2022;02;-0,8724928366762178
649;2022.03;6,06;2022;03;5,808988764044943
650;2022.04;-10,1;2022;04;-2,666666666666667
651;2022.05;3,22;2022;05;-1,3188118811881189
652;2022.06;-11,5;2022;06;-4,571428571428571
653;2022.07;4,69;2022;07;-1,4078260869565218
654;2022.08;0,19;2022;08;-0,9594882729211087
655;2022.09;0,47;2022;09;1,4736842105263155
656;2022.10;5,74;2022;10;11,212765957446809
657;2022.11;-3,06;2022;11;-1,533101045296167
658;2022.12;0,5;2022;12;-1,1633986928104576
