;data;IBOVESPA fechamento diário;dia;mês;ano;variação
0;23/02/2023;107593;23;02;2023;
1;22/02/2023;107152;22;02;2023;-0,004098779660386853
2;17/02/2023;109177;17;02;2023;0,018898387337613842
3;16/02/2023;109941;16;02;2023;0,006997810894235901
4;15/02/2023;109600;15;02;2023;-0,0031016636195777547
5;14/02/2023;107849;14;02;2023;-0,015976277372262815
6;13/02/2023;108836;13;02;2023;0,009151684299344431
7;10/02/2023;108078;10;02;2023;-0,006964607299055459
8;09/02/2023;108008;09;02;2023;-0,000647680378985549
9;08/02/2023;109951;08;02;2023;0,0179894081919858
10;07/02/2023;107830;07;02;2023;-0,019290411183163436
11;06/02/2023;108722;06;02;2023;0,008272280441435687
12;03/02/2023;108523;03;02;2023;-0,0018303563216276464
13;02/02/2023;110141;02;02;2023;0,014909281903375371
14;01/02/2023;112074;01;02;2023;0,017550231067449795
15;31/01/2023;113431;31;01;2023;0,012108071452790137
16;30/01/2023;112273;30;01;2023;-0,010208849432694733
17;27/01/2023;112316;27;01;2023;0,00038299502106475813
18;26/01/2023;114178;26;01;2023;0,016578225720289108
19;25/01/2023;114270;25;01;2023;0,0008057594282611102
20;24/01/2023;113028;24;01;2023;-0,010868994486741945
21;23/01/2023;111737;23;01;2023;-0,011421948543723692
22;20/01/2023;112041;20;01;2023;0,0027206744408745376
23;19/01/2023;112922;19;01;2023;0,00786319293829929
24;18/01/2023;112228;18;01;2023;-0,006145835178264614
25;17/01/2023;111439;17;01;2023;-0,007030331111665511
26;16/01/2023;109213;16;01;2023;-0,019975053616776872
27;13/01/2023;110916;13;01;2023;0,015593381740268919
28;12/01/2023;111850;12;01;2023;0,008420786901799593
29;11/01/2023;112517;11;01;2023;0,005963343763969675
30;10/01/2023;110817;10;01;2023;-0,015108827999324559
31;09/01/2023;109130;09;01;2023;-0,0152232960646832
32;06/01/2023;108964;06;01;2023;-0,001521121598094033
33;05/01/2023;107641;05;01;2023;-0,012141624756800362
34;04/01/2023;105334;04;01;2023;-0,02143235384286657
35;03/01/2023;104166;03;01;2023;-0,011088537414320143
36;02/01/2023;106376;02;01;2023;0,021216135783268975
37;29/12/2022;109735;29;12;2022;0,03157667142964571
38;28/12/2022;110237;28;12;2022;0,004574657128536996
39;27/12/2022;108578;27;12;2022;-0,01504939357928825
40;26/12/2022;108738;26;12;2022;0,001473595019248819
41;23/12/2022;109698;23;12;2022;0,008828560392870832
42;22/12/2022;107552;22;12;2022;-0,019562799686411836
43;21/12/2022;107433;21;12;2022;-0,0011064415352574075
44;20/12/2022;106864;20;12;2022;-0,005296324220677051
45;19/12/2022;104740;19;12;2022;-0,019875729899685557
46;16/12/2022;102856;16;12;2022;-0,017987397364903623
47;15/12/2022;103738;15;12;2022;0,008575095278836375
48;14/12/2022;103746;14;12;2022;7,711735333248981e-05
49;13/12/2022;103540;13;12;2022;-0,0019856187226495736
50;12/12/2022;105343;12;12;2022;0,017413559976820592
51;09/12/2022;107520;09;12;2022;0,02066582497175884
52;08/12/2022;107249;08;12;2022;-0,0025204613095237693
53;07/12/2022;109069;07;12;2022;0,016969855196784955
54;06/12/2022;110189;06;12;2022;0,010268728969734742
55;05/12/2022;109401;05;12;2022;-0,0071513490457305595
56;02/12/2022;111924;02;12;2022;0,023061946417308743
57;01/12/2022;110926;01;12;2022;-0,008916764947643041
58;30/11/2022;112486;30;11;2022;0,01406342967383667
59;29/11/2022;110910;29;11;2022;-0,014010632434258485
60;28/11/2022;108782;28;11;2022;-0,01918672797763954
61;25/11/2022;108977;25;11;2022;0,0017925759776433736
62;24/11/2022;111831;24;11;2022;0,026189012360406272
63;23/11/2022;108841;23;11;2022;-0,026736772451288138
64;22/11/2022;109037;22;11;2022;0,0018007919809630568
65;21/11/2022;109748;21;11;2022;0,0065207223236150025
66;18/11/2022;108870;18;11;2022;-0,008000145788533697
67;17/11/2022;109703;17;11;2022;0,007651327271057218
68;16/11/2022;110243;16;11;2022;0,004922381338705373
69;14/11/2022;113161;14;11;2022;0,026468800740182985
70;11/11/2022;112253;11;11;2022;-0,008023965853960258
71;10/11/2022;109775;10;11;2022;-0,022075133849429385
72;09/11/2022;113580;09;11;2022;0,03466180824413567
73;08/11/2022;116160;08;11;2022;0,022715266772319165
74;07/11/2022;115342;07;11;2022;-0,0070420110192837004
75;04/11/2022;118155;04;11;2022;0,024388340760520988
76;03/11/2022;116896;03;11;2022;-0,010655494900765894
77;01/11/2022;116929;01;11;2022;0,00028230221735570105
78;31/10/2022;116037;31;10;2022;-0,007628560921584926
79;28/10/2022;114539;28;10;2022;-0,012909675362168915
80;27/10/2022;114641;27;10;2022;0,0008905263709304556
81;26/10/2022;112764;26;10;2022;-0,016372850899765368
82;25/10/2022;114626;25;10;2022;0,01651236210137985
83;24/10/2022;116013;24;10;2022;0,012100221590215066
84;21/10/2022;119929;21;10;2022;0,03375483781989952
85;20/10/2022;117171;20;10;2022;-0,022996939856081533
86;19/10/2022;116274;19;10;2022;-0,007655477891287066
87;18/10/2022;115743;18;10;2022;-0,004566799112441289
88;17/10/2022;113624;17;10;2022;-0,018307802631692627
89;14/10/2022;112072;14;10;2022;-0,013659086108568586
90;13/10/2022;114300;13;10;2022;0,0198800770932972
91;11/10/2022;114827;11;10;2022;0,00461067366579182
92;10/10/2022;115941;10;10;2022;0,009701551028939104
93;07/10/2022;116375;07;10;2022;0,003743283221638638
94;06/10/2022;117561;06;10;2022;0,010191192266380211
95;05/10/2022;117198;05;10;2022;-0,0030877586954857206
96;04/10/2022;116230;04;10;2022;-0,008259526613082158
97;03/10/2022;116134;03;10;2022;-0,0008259485502881692
98;30/09/2022;110037;30;09;2022;-0,05249969862400328
99;29/09/2022;107664;29;09;2022;-0,02156547343166393
100;28/09/2022;108451;28;09;2022;0,007309778570367076
101;27/09/2022;108376;27;09;2022;-0,000691556555495132
102;26/09/2022;109114;26;09;2022;0,006809625747397963
103;23/09/2022;111716;23;09;2022;0,023846619132283697
104;22/09/2022;114070;22;09;2022;0,021071287908625447
105;21/09/2022;111936;21;09;2022;-0,018707810993249807
106;20/09/2022;112517;20;09;2022;0,005190465980560388
107;19/09/2022;111824;19;09;2022;-0,006159069296195252
108;16/09/2022;109280;16;09;2022;-0,0227500357704965
109;15/09/2022;109954;15;09;2022;0,006167642752562319
110;14/09/2022;110547;14;09;2022;0,005393164414209561
111;13/09/2022;110794;13;09;2022;0,0022343437632861285
112;12/09/2022;113407;12;09;2022;0,02358430961965441
113;09/09/2022;112300;09;09;2022;-0,00976130221238547
114;08/09/2022;109916;08;09;2022;-0,021228851291184347
115;06/09/2022;109764;06;09;2022;-0,0013828741948397338
116;05/09/2022;112203;05;09;2022;0,022220400131190532
117;02/09/2022;110864;02;09;2022;-0,011933727262194438
118;01/09/2022;110405;01;09;2022;-0,0041402078221965954
119;31/08/2022;109523;31;08;2022;-0,0079887686246094
120;30/08/2022;110431;30;08;2022;0,008290496060188168
121;29/08/2022;112323;29;08;2022;0,01713287029910071
122;26/08/2022;112299;26;08;2022;-0,0002136695066905503
123;25/08/2022;113532;25;08;2022;0,010979616915555823
124;24/08/2022;112898;24;08;2022;-0,005584328647429748
125;23/08/2022;112857;23;08;2022;-0,0003631596662474479
126;22/08/2022;110501;22;08;2022;-0,020875975792374435
127;19/08/2022;111496;19;08;2022;0,009004443398702211
128;18/08/2022;113813;18;08;2022;0,02078101456554493
129;17/08/2022;113708;17;08;2022;-0,0009225659634664041
130;16/08/2022;113512;16;08;2022;-0,0017237133710908958
131;15/08/2022;113032;15;08;2022;-0,004228627810275554
132;12/08/2022;112764;12;08;2022;-0,002371009979474814
133;11/08/2022;109718;11;08;2022;-0,02701216700365361
134;10/08/2022;110236;10;08;2022;0,004721194334566858
135;09/08/2022;108651;09;08;2022;-0,014378243042200367
136;08/08/2022;108402;08;08;2022;-0,0022917414473866415
137;05/08/2022;106472;05;08;2022;-0,017804099555358777
138;04/08/2022;105892;04;08;2022;-0,005447441580885171
139;03/08/2022;103775;03;08;2022;-0,019992067389415613
140;02/08/2022;103362;02;08;2022;-0,003979763912310252
141;01/08/2022;102225;01;08;2022;-0,01100017414523713
142;29/07/2022;103165;29;07;2022;0,009195402298850519
143;28/07/2022;102597;28;07;2022;-0,005505743226869586
144;27/07/2022;101438;27;07;2022;-0,011296626607015803
145;26/07/2022;99772;26;07;2022;-0,016423825390879165
146;25/07/2022;100270;25;07;2022;0,0049913803471914875
147;22/07/2022;98925;22;07;2022;-0,013413782786476536
148;21/07/2022;99033;21;07;2022;0,0010917361637603484
149;20/07/2022;98287;20;07;2022;-0,007532842587824273
150;19/07/2022;98245;19;07;2022;-0,000427319991453623
151;18/07/2022;96916;18;07;2022;-0,013527405974858797
152;15/07/2022;96551;15;07;2022;-0,0037661480044575146
153;14/07/2022;96121;14;07;2022;-0,004453604830607638
154;13/07/2022;97881;13;07;2022;0,01831025478303383
155;12/07/2022;98271;12;07;2022;0,00398443007325211
156;11/07/2022;98212;11;07;2022;-0,0006003805802322626
157;08/07/2022;100289;08;07;2022;0,0211481285382642
158;07/07/2022;100730;07;07;2022;0,004397291826621075
159;06/07/2022;98719;06;07;2022;-0,019964260895463104
160;05/07/2022;98295;05;07;2022;-0,004295019195899474
161;04/07/2022;98609;04;07;2022;0,0031944656391473814
162;01/07/2022;98954;01;07;2022;0,0034986664503240394
163;30/06/2022;98542;30;06;2022;-0,004163550740748256
164;29/06/2022;99622;29;06;2022;0,01095979379350931
165;28/06/2022;100591;28;06;2022;0,009726767179940143
166;27/06/2022;100764;27;06;2022;0,0017198357705958678
167;24/06/2022;98672;24;06;2022;-0,02076138303362307
168;23/06/2022;98080;23;06;2022;-0,005999675693205808
169;22/06/2022;99522;22;06;2022;0,014702283849918452
170;21/06/2022;99685;21;06;2022;0,0016378288217679948
171;20/06/2022;99853;20;06;2022;0,0016853087224757424
172;17/06/2022;99825;17;06;2022;-0,0002804122059427705
173;15/06/2022;102807;15;06;2022;0,029872276483846827
174;14/06/2022;102063;14;06;2022;-0,007236861303218656
175;13/06/2022;102598;13;06;2022;0,005241860419544775
176;10/06/2022;105481;10;06;2022;0,028099962962240932
177;09/06/2022;107094;09;06;2022;0,015291853509162845
178;08/06/2022;108368;08;06;2022;0,011896091284292254
179;07/06/2022;110070;07;06;2022;0,015705743392883553
180;06/06/2022;110186;06;06;2022;0,0010538748069410797
181;03/06/2022;111102;03;06;2022;0,00831321583504252
182;02/06/2022;112393;02;06;2022;0,011619952836132486
183;01/06/2022;111360;01;06;2022;-0,009190963850061795
184;31/05/2022;111351;31;05;2022;-8,081896551725976e-05
185;30/05/2022;111032;30;05;2022;-0,0028648148647071325
186;27/05/2022;111942;27;05;2022;0,00819583543482949
187;26/05/2022;111890;26;05;2022;-0,000464526272534016
188;25/05/2022;110580;25;05;2022;-0,011707927428724618
189;24/05/2022;110581;24;05;2022;9,04322662331758e-06
190;23/05/2022;110346;23;05;2022;-0,0021251390383519864
191;20/05/2022;108488;20;05;2022;-0,016837946096822765
192;19/05/2022;107005;19;05;2022;-0,01366971462281541
193;18/05/2022;106247;18;05;2022;-0,0070837811317228105
194;17/05/2022;108789;17;05;2022;0,023925381422534198
195;16/05/2022;108233;16;05;2022;-0,005110810835654345
196;13/05/2022;106924;13;05;2022;-0,012094278085241994
197;12/05/2022;105688;12;05;2022;-0,011559612435000588
198;11/05/2022;104397;11;05;2022;-0,012215199454999603
199;10/05/2022;103110;10;05;2022;-0,012327940458059183
200;09/05/2022;103250;09;05;2022;0,0013577732518670338
201;06/05/2022;105135;06;05;2022;0,01825665859564163
202;05/05/2022;105304;05;05;2022;0,0016074570789936793
203;04/05/2022;108344;04;05;2022;0,028868798906024562
204;03/05/2022;106528;03;05;2022;-0,016761426567230342
205;02/05/2022;106639;02;05;2022;0,0010419795734455395
206;29/04/2022;107876;29;04;2022;0,011599883719839887
207;28/04/2022;109919;28;04;2022;0,01893841076791869
208;27/04/2022;109349;27;04;2022;-0,0051856366961126055
209;26/04/2022;108213;26;04;2022;-0,01038875526982419
210;25/04/2022;110685;25;04;2022;0,02284383576834581
211;22/04/2022;111078;22;04;2022;0,00355061661471745
212;20/04/2022;114344;20;04;2022;0,029402762023082785
213;19/04/2022;115057;19;04;2022;0,006235569859371681
214;18/04/2022;115687;18;04;2022;0,005475546902839357
215;14/04/2022;116182;14;04;2022;0,0042787867262528145
216;13/04/2022;116782;13;04;2022;0,005164311166962143
217;12/04/2022;116147;12;04;2022;-0,005437481803702626
218;11/04/2022;116953;11;04;2022;0,006939481863500463
219;08/04/2022;118322;08;04;2022;0,011705556933127026
220;07/04/2022;118862;07;04;2022;0,004563817379692692
221;06/04/2022;118228;06;04;2022;-0,0053339166428294504
222;05/04/2022;118885;05;04;2022;0,005557059241465545
223;04/04/2022;121280;04;04;2022;0,020145518778651672
224;01/04/2022;121570;01;04;2022;0,002391160949868132
225;31/03/2022;119999;31;03;2022;-0,012922596035206069
226;30/03/2022;120260;30;03;2022;0,0021750181251509737
227;29/03/2022;120014;29;03;2022;-0,002045567936138415
228;28/03/2022;118738;28;03;2022;-0,010632092922492342
229;25/03/2022;119081;25;03;2022;0,0028887129646786303
230;24/03/2022;119053;24;03;2022;-0,00023513406840725004
231;23/03/2022;117457;23;03;2022;-0,0134057940581086
232;22/03/2022;117272;22;03;2022;-0,0015750444843645184
233;21/03/2022;116155;21;03;2022;-0,009524865270482352
234;18/03/2022;115311;18;03;2022;-0,0072661529852352524
235;17/03/2022;113076;17;03;2022;-0,019382365949475733
236;16/03/2022;111112;16;03;2022;-0,017368849269517872
237;15/03/2022;108959;15;03;2022;-0,01937684498524017
238;14/03/2022;109928;14;03;2022;0,008893253425600545
239;11/03/2022;111713;11;03;2022;0,016237901171676006
240;10/03/2022;113663;10;03;2022;0,017455443860607156
241;09/03/2022;113900;09;03;2022;0,002085111249922944
242;08/03/2022;111203;08;03;2022;-0,023678665496049134
243;07/03/2022;111593;07;03;2022;0,003507099628607069
244;04/03/2022;114474;04;03;2022;0,02581703153423609
245;03/03/2022;115166;03;03;2022;0,006045040795289669
246;02/03/2022;115174;02;03;2022;6,946494625159616e-05
247;28/02/2022;111910;28;02;2022;-0,028339729452827922
248;27/02/2022;112612;27;02;2022;0,0062728978643553646
249;26/02/2022;111289;26;02;2022;-0,011748303910773306
250;25/02/2022;113142;25;02;2022;0,016650342801175277
251;24/02/2022;111592;24;02;2022;-0,013699598734333795
252;23/02/2022;112008;23;02;2022;0,0037278657968313755
253;22/02/2022;112892;22;02;2022;0,00789229340761377
254;21/02/2022;111725;21;02;2022;-0,010337313538603232
255;20/02/2022;109102;20;02;2022;-0,02347728798388904
256;19/02/2022;108013;19;02;2022;-0,009981485215669772
257;18/02/2022;112880;18;02;2022;0,04505939099923162
258;17/02/2022;113528;17;02;2022;0,005740609496810878
259;16/02/2022;115181;16;02;2022;0,014560284687477942
260;15/02/2022;114828;15;02;2022;-0,003064741580642627
261;14/02/2022;113899;14;02;2022;-0,00809036123593554
262;13/02/2022;105530;13;02;2022;-0,0734773790814669
263;12/02/2022;105686;12;02;2022;0,0014782526295840093
264;11/02/2022;113572;11;02;2022;0,07461726245671141
265;10/02/2022;113368;10;02;2022;-0,0017962173775226686
266;09/02/2022;112461;09;02;2022;-0,008000493966551447
267;08/02/2022;112234;08;02;2022;-0,0020184775166501856
268;07/02/2022;111996;07;02;2022;-0,0021205695243865508
269;06/02/2022;101561;06;02;2022;-0,09317297046323081
270;05/02/2022;101006;05;02;2022;-0,005464696093973043
271;04/02/2022;112245;04;02;2022;0,11127061758707413
272;03/02/2022;111696;03;02;2022;-0,004891086462648686
273;02/02/2022;111894;02;02;2022;0,0017726686721100116
274;01/02/2022;113228;01;02;2022;0,011921997604876111
275;31/01/2022;112144;31;01;2022;-0,009573603702264455
276;28/01/2022;111910;28;01;2022;-0,0020866029390783636
277;27/01/2022;112612;27;01;2022;0,0062728978643553646
278;26/01/2022;111289;26;01;2022;-0,011748303910773306
279;25/01/2022;110204;25;01;2022;-0,00974939122464935
280;24/01/2022;107937;24;01;2022;-0,020570941163660095
281;21/01/2022;108942;21;01;2022;0,009310986964618184
282;20/01/2022;109102;20;01;2022;0,0014686714031320047
283;19/01/2022;108013;19;01;2022;-0,009981485215669772
284;18/01/2022;106668;18;01;2022;-0,012452204827196778
285;17/01/2022;106374;17;01;2022;-0,0027562155473056515
286;14/01/2022;106928;14;01;2022;0,005208039558538768
287;13/01/2022;105530;13;01;2022;-0,013074218165494589
288;12/01/2022;105686;12;01;2022;0,0014782526295840093
289;11/01/2022;103779;11;01;2022;-0,01804401718297599
290;10/01/2022;101945;10;01;2022;-0,01767216874319466
291;07/01/2022;102719;07;01;2022;0,0075923291971160545
292;06/01/2022;101561;06;01;2022;-0,011273474235535819
293;05/01/2022;101006;05;01;2022;-0,005464696093973043
294;04/01/2022;103514;04;01;2022;0,024830208106449092
295;03/01/2022;103922;03;01;2022;0,003941495836311981
296;30/12/2021;104822;30;12;2021;0,008660341409903571
297;29/12/2021;104107;29;12;2021;-0,0068210871763561
298;28/12/2021;104864;28;12;2021;0,007271365037893718
299;27/12/2021;105554;27;12;2021;0,006579951174854992
300;23/12/2021;104891;23;12;2021;-0,006281145195823901
301;22/12/2021;105244;22;12;2021;0,003365398365922756
302;21/12/2021;105500;21;12;2021;0,002432442704572324
303;20/12/2021;105020;20;12;2021;-0,004549763033175336
304;17/12/2021;107201;17;12;2021;0,020767472862311953
305;16/12/2021;108326;16;12;2021;0,010494305090437583
306;15/12/2021;107431;15;12;2021;-0,00826209774200104
307;14/12/2021;106760;14;12;2021;-0,006245869441781182
308;13/12/2021;107383;13;12;2021;0,005835518920944249
309;10/12/2021;107758;10;12;2021;0,003492172876526034
310;09/12/2021;106291;09;12;2021;-0,01361383841570929
311;08/12/2021;108096;08;12;2021;0,016981682362570583
312;07/12/2021;107558;07;12;2021;-0,004977057430432197
313;06/12/2021;106859;06;12;2021;-0,006498819241711473
314;03/12/2021;105070;03;12;2021;-0,01674168764446604
315;02/12/2021;104466;02;12;2021;-0,005748548586656521
316;01/12/2021;100775;01;12;2021;-0,035332069764325236
317;30/11/2021;101915;30;11;2021;0,011312329446787395
318;29/11/2021;102814;29;11;2021;0,008821076387185434
319;26/11/2021;102224;26;11;2021;-0,005738518100647738
320;25/11/2021;105811;25;11;2021;0,035089607137267276
321;24/11/2021;104514;24;11;2021;-0,012257704775495926
322;23/11/2021;103654;23;11;2021;-0,008228562680597795
323;22/11/2021;102122;22;11;2021;-0,014779940957415971
324;19/11/2021;103035;19;11;2021;0,008940287107577216
325;18/11/2021;102426;18;11;2021;-0,005910612898529677
326;17/11/2021;102948;17;11;2021;0,005096362251771902
327;16/11/2021;104404;16;11;2021;0,014143062516998928
328;12/11/2021;106335;12;11;2021;0,01849545994406343
329;11/11/2021;107595;11;11;2021;0,011849344054168487
330;10/11/2021;105968;10;11;2021;-0,01512152051675264
331;09/11/2021;105535;09;11;2021;-0,004086139211837536
332;08/11/2021;104781;08;11;2021;-0,007144549201686612
333;05/11/2021;104824;05;11;2021;0,0004103797444192647
334;04/11/2021;103412;04;11;2021;-0,013470197664656958
335;03/11/2021;105617;03;11;2021;0,02132247708196333
336;01/11/2021;105551;01;11;2021;-0,0006248994006646802
337;29/10/2021;103501;29;10;2021;-0,01942189083949941
338;28/10/2021;105705;28;10;2021;0,02129448024656777
339;27/10/2021;106363;27;10;2021;0,006224871103542862
340;26/10/2021;106420;26;10;2021;0,0005359006421405965
341;25/10/2021;108715;25;10;2021;0,021565495207667817
342;22/10/2021;106296;22;10;2021;-0,022250839350595575
343;21/10/2021;107735;21;10;2021;0,013537668397682001
344;20/10/2021;110786;20;10;2021;0,02831948763168879
345;19/10/2021;110673;19;10;2021;-0,0010199844745726327
346;18/10/2021;114428;18;10;2021;0,03392878118420928
347;15/10/2021;114648;15;10;2021;0,001922606355087897
348;14/10/2021;113185;14;10;2021;-0,01276079826948573
349;13/10/2021;113456;13;10;2021;0,0023943102001149352
350;11/10/2021;112180;11;10;2021;-0,011246650683965576
351;08/10/2021;112833;08;10;2021;0,005821001961133998
352;07/10/2021;110585;07;10;2021;-0,019923249403986376
353;06/10/2021;110560;06;10;2021;-0,0002260704435501637
354;05/10/2021;110458;05;10;2021;-0,0009225759768451969
355;04/10/2021;110393;04;10;2021;-0,0005884589617772829
356;01/10/2021;112900;01;10;2021;0,0227097732646091
357;30/09/2021;110979;30;09;2021;-0,017015057573073533
358;29/09/2021;111107;29;09;2021;0,0011533713585452077
359;28/09/2021;110124;28;09;2021;-0,008847327351112044
360;27/09/2021;113583;27;09;2021;0,03141004685627102
361;24/09/2021;113283;24;09;2021;-0,002641240326457295
362;23/09/2021;114064;23;09;2021;0,006894238323490676
363;22/09/2021;112282;22;09;2021;-0,015622808248001108
364;21/09/2021;110250;21;09;2021;-0,018097290750075712
365;20/09/2021;108844;20;09;2021;-0,012752834467120167
366;17/09/2021;111439;17;09;2021;0,023841461173790046
367;16/09/2021;113794;16;09;2021;0,021132637586482206
368;15/09/2021;115063;15;09;2021;0,011151730319700404
369;14/09/2021;116181;14;09;2021;0,009716416224155422
370;13/09/2021;116404;13;09;2021;0,0019194188378477417
371;10/09/2021;114286;10;09;2021;-0,018195251022301684
372;09/09/2021;115361;09;09;2021;0,0094062264844339
373;08/09/2021;113413;08;09;2021;-0,016886122693111183
374;06/09/2021;117869;06;09;2021;0,0392900284799802
375;03/09/2021;116933;03;09;2021;-0,007941019267152516
376;02/09/2021;116677;02;09;2021;-0,0021892878828047024
377;01/09/2021;119396;01;09;2021;0,023303650248120977
378;31/08/2021;118781;31;08;2021;-0,005150926329190231
379;30/08/2021;119740;30;08;2021;0,008073681817799105
380;27/08/2021;120678;27;08;2021;0,007833639552363492
381;26/08/2021;118724;26;08;2021;-0,01619184938431195
382;25/08/2021;120818;25;08;2021;0,0176375459047875
383;24/08/2021;120211;24;08;2021;-0,005024085815027557
384;23/08/2021;117472;23;08;2021;-0,022784936486677565
385;20/08/2021;118053;20;08;2021;0,004945859438844957
386;19/08/2021;117165;19;08;2021;-0,007522045183095738
387;18/08/2021;116643;18;08;2021;-0,004455255409038572
388;17/08/2021;117904;17;08;2021;0,010810764469363798
389;16/08/2021;119180;16;08;2021;0,010822363957117664
390;13/08/2021;121194;13;08;2021;0,016898808524920206
391;12/08/2021;120701;12;08;2021;-0,004067858144792602
392;11/08/2021;122056;11;08;2021;0,011226087604907953
393;10/08/2021;122202;10;08;2021;0,0011961722488038617
394;09/08/2021;123019;09;08;2021;0,006685651625996325
395;06/08/2021;122810;06;08;2021;-0,00169892455636933
396;05/08/2021;121633;05;08;2021;-0,009583910105040339
397;04/08/2021;121801;04;08;2021;0,0013812041140151
398;03/08/2021;123577;03;08;2021;0,014581161074211257
399;02/08/2021;122516;02;08;2021;-0,008585740064898761
400;30/07/2021;121801;30;07;2021;-0,0058359724444154715
401;29/07/2021;125675;29;07;2021;0,031805978604444896
402;28/07/2021;126286;28;07;2021;0,00486174656852989
403;27/07/2021;124612;27;07;2021;-0,013255626118492958
404;26/07/2021;126004;26;07;2021;0,011170673771386364
405;23/07/2021;125053;23;07;2021;-0,007547379448271441
406;22/07/2021;126147;22;07;2021;0,00874829072473271
407;21/07/2021;125929;21;07;2021;-0,0017281425638342451
408;20/07/2021;125401;20;07;2021;-0,004192838821875822
409;19/07/2021;124395;19;07;2021;-0,008022264575242577
410;16/07/2021;125960;16;07;2021;0,012580891514932357
411;15/07/2021;127468;15;07;2021;0,011972054620514427
412;14/07/2021;128407;14;07;2021;0,007366554743151177
413;13/07/2021;128168;13;07;2021;-0,0018612692454461621
414;12/07/2021;127594;12;07;2021;-0,004478496972723289
415;08/07/2021;125428;08;07;2021;-0,016975719861435534
416;07/07/2021;127019;07;07;2021;0,012684568039034394
417;06/07/2021;125095;06;07;2021;-0,015147340161708045
418;05/07/2021;126920;05;07;2021;0,014588912426555911
419;02/07/2021;127622;02;07;2021;0,005531043176804307
420;01/07/2021;125666;01;07;2021;-0,015326511103101348
421;30/06/2021;126802;30;06;2021;0,009039835755096925
422;29/06/2021;127327;29;06;2021;0,004140313244270555
423;28/06/2021;127429;28;06;2021;0,0008010869650585395
424;25/06/2021;127256;25;06;2021;-0,0013576187524032557
425;24/06/2021;129514;24;06;2021;0,017743760608537107
426;23/06/2021;128428;23;06;2021;-0,008385193878653996
427;22/06/2021;128767;22;06;2021;0,002639611299716682
428;21/06/2021;129265;21;06;2021;0,0038674505113887037
429;18/06/2021;128405;18;06;2021;-0,006652999651877933
430;17/06/2021;128057;17;06;2021;-0,002710174837428414
431;16/06/2021;129259;16;06;2021;0,009386445098666929
432;15/06/2021;130091;15;06;2021;0,00643668912802986
433;14/06/2021;130208;14;06;2021;0,0008993704406914382
434;11/06/2021;129441;11;06;2021;-0,005890575079872229
435;10/06/2021;130076;10;06;2021;0,004905709937345959
436;09/06/2021;129907;09;06;2021;-0,0012992404440480554
437;08/06/2021;129787;08;06;2021;-0,0009237377508525269
438;07/06/2021;130776;07;06;2021;0,007620177675730311
439;04/06/2021;130126;04;06;2021;-0,004970330947574486
440;02/06/2021;129601;02;06;2021;-0,004034551127368835
441;01/06/2021;128267;01;06;2021;-0,010293130454240296
442;31/05/2021;126216;31;05;2021;-0,015990083185854487
443;28/05/2021;125561;28;05;2021;-0,005189516384610515
444;27/05/2021;124367;27;05;2021;-0,009509322162136291
445;26/05/2021;123989;26;05;2021;-0,0030393914784468956
446;25/05/2021;122988;25;05;2021;-0,008073296824718357
447;24/05/2021;124032;24;05;2021;0,008488633037369464
448;21/05/2021;122592;21;05;2021;-0,011609907120743057
449;20/05/2021;122701;20;05;2021;0,0008891281649698879
450;19/05/2021;122636;19;05;2021;-0,0005297430338790932
451;18/05/2021;122980;18;05;2021;0,0028050490883591017
452;17/05/2021;122938;17;05;2021;-0,00034151894617007184
453;14/05/2021;121881;14;05;2021;-0,008597829800387147
454;13/05/2021;120706;13;05;2021;-0,009640551029282629
455;12/05/2021;119710;12;05;2021;-0,008251453945951281
456;11/05/2021;122964;11;05;2021;0,02718235736362873
457;10/05/2021;121909;10;05;2021;-0,00857974691779706
458;07/05/2021;122038;07;05;2021;0,0010581663371860284
459;06/05/2021;119921;06;05;2021;-0,017347055835067793
460;05/05/2021;119564;05;05;2021;-0,002976959831889281
461;04/05/2021;117712;04;05;2021;-0,015489612257870267
462;03/05/2021;119209;03;05;2021;0,012717479951066979
463;30/04/2021;118894;30;04;2021;-0,002642417938242936
464;29/04/2021;120066;29;04;2021;0,009857520143993881
465;28/04/2021;121053;28;04;2021;0,008220478736694847
466;27/04/2021;119388;27;04;2021;-0,01375430596515581
467;26/04/2021;120595;26;04;2021;0,010109893791670821
468;23/04/2021;120530;23;04;2021;-0,0005389941539865051
469;22/04/2021;119371;22;04;2021;-0,00961586327055508
470;20/04/2021;120062;20;04;2021;0,005788675641487551
471;19/04/2021;120934;19;04;2021;0,007262914161016765
472;16/04/2021;121114;16;04;2021;0,0014884151686043179
473;15/04/2021;120701;15;04;2021;-0,003410010403421593
474;14/04/2021;120295;14;04;2021;-0,003363683813721541
475;13/04/2021;119297;13;04;2021;-0,008296271665488963
476;12/04/2021;118812;12;04;2021;-0,004065483624902555
477;09/04/2021;117670;09;04;2021;-0,009611823721509594
478;08/04/2021;118313;08;04;2021;0,005464434435285215
479;07/04/2021;117624;07;04;2021;-0,005823535875178587
480;06/04/2021;117499;06;04;2021;-0,0010627082908249985
481;05/04/2021;117518;05;04;2021;0,00016170350385968923
482;01/04/2021;115253;01;04;2021;-0,01927364318657565
483;31/03/2021;116634;31;03;2021;0,011982334516238202
484;30/03/2021;116850;30;03;2021;0,0018519471166211776
485;29/03/2021;115419;29;03;2021;-0,012246469833119389
