;data;Dólar;ano;mês;variação
822;2021.07;5,156;2021;07;0,024784846858664666
823;2021.08;5,2511;2021;08;0,01844453064391005
824;2021.09;5,2791;2021;09;0,0053322161071012175
825;2021.10;5,5394;2021;10;0,04930764713682256
826;2021.11;5,5563;2021;11;0,003050871935588839
827;2021.12;5,6506;2021;12;0,016971725788744285
828;2022.01;5,5335;2022;01;-0,0207234629950801
829;2022.02;5,196;2022;02;-0,060992138791000294
830;2022.03;4,9678;2022;03;-0,043918398768283184
831;2022.04;4,7574;2022;04;-0,04235275172108399
832;2022.05;4,9545;2022;05;0,04143019296254269
833;2022.06;5,0486;2022;06;0,018992834796649483
834;2022.07;5,3675;2022;07;0,06316602622509193
835;2022.08;5,1427;2022;08;-0,04188169538891484
836;2022.09;5,2364;2022;09;0,018220001166702415
837;2022.10;5,2497;2022;10;0,002539912917271403
838;2022.11;5,2741;2022;11;0,004647884641027167
839;2022.12;5,2418;2022;12;-0,006124267647560799
840;2023.01;5,2001;2023;01;-0,007955282536533215
